Income,Age Group,City Tier,Number of Dependents,Debts,Education,Assets,Insurance Status,Credit Score,Credit Score (Normalized)
"₹12,00,001 – ₹25,00,000",51–65,Tier 1,5,"₹1,00,001 – ₹5,00,000",Diploma,"₹2,00,000 – ₹10,00,000",More than 2 missed payments,3350,519.2307692307693
"Above ₹25,00,000",26–35,Tier 2,5,"₹1,00,001 – ₹5,00,000",Bachelors,"Below ₹2,00,000",No missed payments,3850,634.6153846153846
"₹6,00,001 – ₹12,00,000",26–35,Tier 1,1,"₹1,00,001 – ₹5,00,000",Bachelors,"Above ₹1,00,00,000",No missed payments,4150,703.8461538461538
"Below ₹3,00,000",51–65,Tier 3,4,"₹1,00,001 – ₹5,00,000",PhD,"Below ₹2,00,000",No missed payments,3800,623.0769230769231
"Below ₹3,00,000",18–25,Tier 3,4,"Below ₹1,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",No missed payments,3800,623.0769230769231
"₹12,00,001 – ₹25,00,000",36–50,Tier 3,2,"₹5,00,001 – ₹10,00,000",PhD,"Above ₹1,00,00,000",1–2 late payments,4400,761.5384615384615
"₹3,00,001 – ₹6,00,000",36–50,Tier 1,4,"Above ₹25,00,000",Bachelors,"Below ₹2,00,000",No missed payments,3300,507.6923076923077
"Above ₹25,00,000",36–50,Tier 2,3,"₹5,00,001 – ₹10,00,000",Diploma,"Below ₹2,00,000",No missed payments,3850,634.6153846153846
"₹3,00,001 – ₹6,00,000",Above 65,Tier 1,3,"₹10,00,001 – ₹25,00,000",Masters,"₹10,00,001 – ₹50,00,000",No missed payments,3550,565.3846153846154
"₹3,00,001 – ₹6,00,000",Above 65,Tier 3,5,"Below ₹1,00,000",PhD,"Below ₹2,00,000",More than 2 missed payments,3550,565.3846153846154
"₹12,00,001 – ₹25,00,000",36–50,Tier 2,5,"₹1,00,001 – ₹5,00,000",Bachelors,"Above ₹1,00,00,000",More than 2 missed payments,3950,657.6923076923076
"Below ₹3,00,000",51–65,Tier 3,4,"Above ₹25,00,000",PhD,"Below ₹2,00,000",More than 2 missed payments,3200,484.61538461538464
"Above ₹25,00,000",Above 65,Tier 2,6,"₹5,00,001 – ₹10,00,000",PhD,"Above ₹1,00,00,000",More than 2 missed payments,3900,646.1538461538462
"₹12,00,001 – ₹25,00,000",36–50,Tier 1,4,"₹5,00,001 – ₹10,00,000",Masters,"₹10,00,001 – ₹50,00,000",1–2 late payments,3800,623.0769230769231
"₹12,00,001 – ₹25,00,000",18–25,Tier 2,5,"Above ₹25,00,000",Masters,"₹2,00,000 – ₹10,00,000",No missed payments,3550,565.3846153846154
"Below ₹3,00,000",18–25,Tier 3,5,"Below ₹1,00,000",Diploma,"Below ₹2,00,000",More than 2 missed payments,3150,473.0769230769231
"₹3,00,001 – ₹6,00,000",51–65,Tier 1,5,"₹10,00,001 – ₹25,00,000",Bachelors,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,3350,519.2307692307693
"Below ₹3,00,000",Above 65,Tier 2,4,"₹5,00,001 – ₹10,00,000",Bachelors,"₹10,00,001 – ₹50,00,000",1–2 late payments,3300,507.6923076923077
"₹6,00,001 – ₹12,00,000",Above 65,Tier 3,0,"₹1,00,001 – ₹5,00,000",High School,"Below ₹2,00,000",No missed payments,3700,600.0
"Above ₹25,00,000",36–50,Tier 1,3,"₹10,00,001 – ₹25,00,000",Diploma,"Below ₹2,00,000",More than 2 missed payments,3350,519.2307692307693
"₹3,00,001 – ₹6,00,000",51–65,Tier 3,1,"Below ₹1,00,000",High School,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3750,611.5384615384615
"Below ₹3,00,000",26–35,Tier 3,1,"₹10,00,001 – ₹25,00,000",High School,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,3450,542.3076923076924
"Above ₹25,00,000",26–35,Tier 3,2,"Above ₹25,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3700,600.0
"₹6,00,001 – ₹12,00,000",36–50,Tier 2,1,"₹1,00,001 – ₹5,00,000",Bachelors,"Above ₹1,00,00,000",More than 2 missed payments,4050,680.7692307692307
"₹6,00,001 – ₹12,00,000",51–65,Tier 3,6,"₹5,00,001 – ₹10,00,000",PhD,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3800,623.0769230769231
"Above ₹25,00,000",26–35,Tier 3,6,"Above ₹25,00,000",Diploma,"Above ₹1,00,00,000",No missed payments,3900,646.1538461538462
"Below ₹3,00,000",36–50,Tier 2,1,"₹1,00,001 – ₹5,00,000",PhD,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,4050,680.7692307692307
"₹12,00,001 – ₹25,00,000",26–35,Tier 2,5,"Above ₹25,00,000",High School,"₹2,00,000 – ₹10,00,000",1–2 late payments,3150,473.0769230769231
"Below ₹3,00,000",36–50,Tier 1,4,"Above ₹25,00,000",Bachelors,"₹2,00,000 – ₹10,00,000",More than 2 missed payments,3000,438.46153846153845
"₹12,00,001 – ₹25,00,000",51–65,Tier 3,5,"Below ₹1,00,000",High School,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3750,611.5384615384615
"Above ₹25,00,000",Above 65,Tier 1,3,"Below ₹1,00,000",Masters,"₹10,00,001 – ₹50,00,000",More than 2 missed payments,3850,634.6153846153846
"₹12,00,001 – ₹25,00,000",18–25,Tier 1,2,"₹10,00,001 – ₹25,00,000",PhD,"₹2,00,000 – ₹10,00,000",1–2 late payments,3600,576.9230769230769
"₹3,00,001 – ₹6,00,000",18–25,Tier 1,1,"₹10,00,001 – ₹25,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3250,496.1538461538462
"₹12,00,001 – ₹25,00,000",18–25,Tier 3,3,"Below ₹1,00,000",High School,"₹2,00,000 – ₹10,00,000",No missed payments,3850,634.6153846153846
"₹6,00,001 – ₹12,00,000",51–65,Tier 1,1,"₹10,00,001 – ₹25,00,000",High School,"Below ₹2,00,000",1–2 late payments,3150,473.0769230769231
"₹12,00,001 – ₹25,00,000",18–25,Tier 1,0,"₹10,00,001 – ₹25,00,000",Masters,"₹10,00,001 – ₹50,00,000",No missed payments,3900,646.1538461538462
"Below ₹3,00,000",26–35,Tier 1,6,"₹10,00,001 – ₹25,00,000",Masters,"₹10,00,001 – ₹50,00,000",No missed payments,3400,530.7692307692307
"₹6,00,001 – ₹12,00,000",51–65,Tier 3,5,"₹1,00,001 – ₹5,00,000",High School,"₹50,00,001 – ₹1,00,00,000",No missed payments,3850,634.6153846153846
"Below ₹3,00,000",26–35,Tier 2,6,"₹5,00,001 – ₹10,00,000",Diploma,"₹2,00,000 – ₹10,00,000",More than 2 missed payments,3000,438.46153846153845
"Below ₹3,00,000",Above 65,Tier 2,3,"Below ₹1,00,000",Masters,"Above ₹1,00,00,000",More than 2 missed payments,3750,611.5384615384615
"₹3,00,001 – ₹6,00,000",51–65,Tier 3,4,"₹10,00,001 – ₹25,00,000",Masters,"Below ₹2,00,000",More than 2 missed payments,3300,507.6923076923077
"₹6,00,001 – ₹12,00,000",Above 65,Tier 2,0,"₹1,00,001 – ₹5,00,000",Masters,"Below ₹2,00,000",1–2 late payments,3700,600.0
"₹6,00,001 – ₹12,00,000",18–25,Tier 2,3,"Below ₹1,00,000",Diploma,"Below ₹2,00,000",1–2 late payments,3450,542.3076923076924
"₹3,00,001 – ₹6,00,000",36–50,Tier 3,0,"₹10,00,001 – ₹25,00,000",Diploma,"Above ₹1,00,00,000",No missed payments,4100,692.3076923076924
"Above ₹25,00,000",36–50,Tier 1,1,"Below ₹1,00,000",High School,"₹50,00,001 – ₹1,00,00,000",No missed payments,4250,726.9230769230769
"Above ₹25,00,000",51–65,Tier 1,3,"₹1,00,001 – ₹5,00,000",PhD,"₹10,00,001 – ₹50,00,000",1–2 late payments,4050,680.7692307692307
"₹3,00,001 – ₹6,00,000",Above 65,Tier 2,3,"₹1,00,001 – ₹5,00,000",PhD,"Above ₹1,00,00,000",More than 2 missed payments,3850,634.6153846153846
"₹6,00,001 – ₹12,00,000",18–25,Tier 1,3,"Below ₹1,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3550,565.3846153846154
"Below ₹3,00,000",18–25,Tier 3,4,"Below ₹1,00,000",Diploma,"Below ₹2,00,000",No missed payments,3500,553.8461538461538
"₹6,00,001 – ₹12,00,000",51–65,Tier 3,4,"₹1,00,001 – ₹5,00,000",Diploma,"₹2,00,000 – ₹10,00,000",1–2 late payments,3600,576.9230769230769
"₹3,00,001 – ₹6,00,000",36–50,Tier 3,4,"Above ₹25,00,000",High School,"₹2,00,000 – ₹10,00,000",More than 2 missed payments,3100,461.53846153846155
"Above ₹25,00,000",18–25,Tier 1,2,"₹10,00,001 – ₹25,00,000",Bachelors,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3600,576.9230769230769
"₹3,00,001 – ₹6,00,000",26–35,Tier 1,1,"Below ₹1,00,000",Bachelors,"₹50,00,001 – ₹1,00,00,000",No missed payments,4050,680.7692307692307
"Above ₹25,00,000",Above 65,Tier 1,1,"₹1,00,001 – ₹5,00,000",Bachelors,"₹2,00,000 – ₹10,00,000",1–2 late payments,3750,611.5384615384615
"₹3,00,001 – ₹6,00,000",Above 65,Tier 2,4,"₹5,00,001 – ₹10,00,000",High School,"₹2,00,000 – ₹10,00,000",1–2 late payments,3100,461.53846153846155
"Above ₹25,00,000",26–35,Tier 1,1,"₹5,00,001 – ₹10,00,000",Bachelors,"₹50,00,001 – ₹1,00,00,000",No missed payments,4150,703.8461538461538
"₹6,00,001 – ₹12,00,000",51–65,Tier 1,2,"₹10,00,001 – ₹25,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3400,530.7692307692307
"Below ₹3,00,000",Above 65,Tier 1,1,"₹10,00,001 – ₹25,00,000",Masters,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3350,519.2307692307693
"₹3,00,001 – ₹6,00,000",51–65,Tier 3,3,"₹10,00,001 – ₹25,00,000",Masters,"Below ₹2,00,000",1–2 late payments,3450,542.3076923076924
"₹6,00,001 – ₹12,00,000",18–25,Tier 2,2,"₹5,00,001 – ₹10,00,000",PhD,"₹2,00,000 – ₹10,00,000",No missed payments,3900,646.1538461538462
"Below ₹3,00,000",51–65,Tier 1,0,"₹1,00,001 – ₹5,00,000",Bachelors,"₹2,00,000 – ₹10,00,000",1–2 late payments,3500,553.8461538461538
"₹3,00,001 – ₹6,00,000",18–25,Tier 2,4,"₹5,00,001 – ₹10,00,000",Masters,"Above ₹1,00,00,000",1–2 late payments,3700,600.0
"₹6,00,001 – ₹12,00,000",Above 65,Tier 1,2,"₹5,00,001 – ₹10,00,000",High School,"₹10,00,001 – ₹50,00,000",No missed payments,3500,553.8461538461538
"₹12,00,001 – ₹25,00,000",Above 65,Tier 3,4,"₹1,00,001 – ₹5,00,000",Diploma,"₹2,00,000 – ₹10,00,000",No missed payments,3800,623.0769230769231
"₹12,00,001 – ₹25,00,000",26–35,Tier 1,1,"Above ₹25,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,3550,565.3846153846154
"Below ₹3,00,000",18–25,Tier 1,3,"Below ₹1,00,000",Diploma,"₹2,00,000 – ₹10,00,000",More than 2 missed payments,3150,473.0769230769231
"₹6,00,001 – ₹12,00,000",36–50,Tier 2,5,"₹5,00,001 – ₹10,00,000",Bachelors,"₹10,00,001 – ₹50,00,000",1–2 late payments,3650,588.4615384615385
"₹3,00,001 – ₹6,00,000",36–50,Tier 2,3,"Below ₹1,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",No missed payments,4050,680.7692307692307
"Above ₹25,00,000",36–50,Tier 2,1,"Below ₹1,00,000",Diploma,"Above ₹1,00,00,000",1–2 late payments,4350,750.0
"₹6,00,001 – ₹12,00,000",Above 65,Tier 3,1,"Below ₹1,00,000",Masters,"Below ₹2,00,000",1–2 late payments,3850,634.6153846153846
"₹3,00,001 – ₹6,00,000",26–35,Tier 2,6,"₹1,00,001 – ₹5,00,000",Diploma,"Above ₹1,00,00,000",No missed payments,3800,623.0769230769231
"₹12,00,001 – ₹25,00,000",18–25,Tier 1,3,"Below ₹1,00,000",Masters,"Below ₹2,00,000",More than 2 missed payments,3550,565.3846153846154
"₹6,00,001 – ₹12,00,000",18–25,Tier 3,5,"₹5,00,001 – ₹10,00,000",Diploma,"Above ₹1,00,00,000",1–2 late payments,3650,588.4615384615385
"₹12,00,001 – ₹25,00,000",18–25,Tier 3,0,"₹1,00,001 – ₹5,00,000",Bachelors,"Below ₹2,00,000",No missed payments,4000,669.2307692307693
"₹6,00,001 – ₹12,00,000",51–65,Tier 3,2,"₹1,00,001 – ₹5,00,000",Diploma,"Above ₹1,00,00,000",More than 2 missed payments,3900,646.1538461538462
"Above ₹25,00,000",51–65,Tier 3,5,"Below ₹1,00,000",Masters,"Above ₹1,00,00,000",1–2 late payments,4350,750.0
"Above ₹25,00,000",Above 65,Tier 2,5,"₹10,00,001 – ₹25,00,000",Masters,"₹2,00,000 – ₹10,00,000",1–2 late payments,3550,565.3846153846154
"₹12,00,001 – ₹25,00,000",26–35,Tier 2,5,"Above ₹25,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,3450,542.3076923076924
"₹3,00,001 – ₹6,00,000",18–25,Tier 1,3,"₹10,00,001 – ₹25,00,000",Bachelors,"₹2,00,000 – ₹10,00,000",No missed payments,3350,519.2307692307693
"Above ₹25,00,000",26–35,Tier 1,5,"Below ₹1,00,000",PhD,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,4050,680.7692307692307
"Above ₹25,00,000",18–25,Tier 2,1,"₹10,00,001 – ₹25,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",No missed payments,3950,657.6923076923076
"₹3,00,001 – ₹6,00,000",18–25,Tier 2,5,"Below ₹1,00,000",Bachelors,"₹10,00,001 – ₹50,00,000",No missed payments,3750,611.5384615384615
"₹3,00,001 – ₹6,00,000",26–35,Tier 2,6,"Above ₹25,00,000",PhD,"₹10,00,001 – ₹50,00,000",1–2 late payments,3400,530.7692307692307
"₹12,00,001 – ₹25,00,000",18–25,Tier 2,6,"₹5,00,001 – ₹10,00,000",Diploma,"Above ₹1,00,00,000",No missed payments,3800,623.0769230769231
"₹6,00,001 – ₹12,00,000",18–25,Tier 3,2,"₹10,00,001 – ₹25,00,000",PhD,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3800,623.0769230769231
"₹12,00,001 – ₹25,00,000",36–50,Tier 1,0,"Above ₹25,00,000",Diploma,"Above ₹1,00,00,000",More than 2 missed payments,3700,600.0
"₹12,00,001 – ₹25,00,000",51–65,Tier 2,2,"Below ₹1,00,000",High School,"₹10,00,001 – ₹50,00,000",1–2 late payments,3800,623.0769230769231
"₹12,00,001 – ₹25,00,000",Above 65,Tier 3,2,"₹10,00,001 – ₹25,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3600,576.9230769230769
"₹3,00,001 – ₹6,00,000",Above 65,Tier 2,4,"Below ₹1,00,000",Masters,"₹2,00,000 – ₹10,00,000",No missed payments,3800,623.0769230769231
"Above ₹25,00,000",26–35,Tier 1,3,"₹10,00,001 – ₹25,00,000",Masters,"Above ₹1,00,00,000",1–2 late payments,3950,657.6923076923076
"₹6,00,001 – ₹12,00,000",Above 65,Tier 2,1,"Below ₹1,00,000",Diploma,"Above ₹1,00,00,000",More than 2 missed payments,3850,634.6153846153846
"Below ₹3,00,000",18–25,Tier 3,5,"₹1,00,001 – ₹5,00,000",High School,"₹10,00,001 – ₹50,00,000",1–2 late payments,3250,496.1538461538462
"₹6,00,001 – ₹12,00,000",36–50,Tier 1,5,"₹10,00,001 – ₹25,00,000",High School,"₹10,00,001 – ₹50,00,000",More than 2 missed payments,3150,473.0769230769231
"₹12,00,001 – ₹25,00,000",Above 65,Tier 3,4,"₹1,00,001 – ₹5,00,000",PhD,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,4100,692.3076923076924
"₹3,00,001 – ₹6,00,000",18–25,Tier 1,3,"₹1,00,001 – ₹5,00,000",Bachelors,"Below ₹2,00,000",No missed payments,3450,542.3076923076924
"Above ₹25,00,000",26–35,Tier 3,6,"₹10,00,001 – ₹25,00,000",High School,"₹10,00,001 – ₹50,00,000",No missed payments,3700,600.0
"₹6,00,001 – ₹12,00,000",Above 65,Tier 1,5,"Below ₹1,00,000",High School,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,3450,542.3076923076924
"Below ₹3,00,000",51–65,Tier 2,4,"Below ₹1,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",No missed payments,3800,623.0769230769231
"Below ₹3,00,000",26–35,Tier 3,1,"₹1,00,001 – ₹5,00,000",Masters,"Above ₹1,00,00,000",No missed payments,4250,726.9230769230769
"₹12,00,001 – ₹25,00,000",26–35,Tier 1,1,"₹1,00,001 – ₹5,00,000",Masters,"Above ₹1,00,00,000",No missed payments,4350,750.0
"₹6,00,001 – ₹12,00,000",18–25,Tier 2,2,"Below ₹1,00,000",Masters,"Above ₹1,00,00,000",1–2 late payments,4100,692.3076923076924
"Below ₹3,00,000",18–25,Tier 1,3,"₹10,00,001 – ₹25,00,000",High School,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,3050,450.0
"₹6,00,001 – ₹12,00,000",36–50,Tier 1,2,"₹5,00,001 – ₹10,00,000",Bachelors,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,3800,623.0769230769231
"₹3,00,001 – ₹6,00,000",Above 65,Tier 3,3,"₹1,00,001 – ₹5,00,000",Bachelors,"Below ₹2,00,000",No missed payments,3650,588.4615384615385
"Above ₹25,00,000",36–50,Tier 1,1,"Above ₹25,00,000",PhD,"₹2,00,000 – ₹10,00,000",No missed payments,4050,680.7692307692307
"Below ₹3,00,000",51–65,Tier 2,5,"Above ₹25,00,000",Masters,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3250,496.1538461538462
"Below ₹3,00,000",26–35,Tier 3,3,"₹1,00,001 – ₹5,00,000",PhD,"₹2,00,000 – ₹10,00,000",1–2 late payments,3750,611.5384615384615
"₹3,00,001 – ₹6,00,000",26–35,Tier 2,5,"₹5,00,001 – ₹10,00,000",Bachelors,"₹50,00,001 – ₹1,00,00,000",No missed payments,3750,611.5384615384615
"Below ₹3,00,000",51–65,Tier 3,5,"₹5,00,001 – ₹10,00,000",Bachelors,"Above ₹1,00,00,000",1–2 late payments,3650,588.4615384615385
"Below ₹3,00,000",Above 65,Tier 1,0,"₹1,00,001 – ₹5,00,000",Masters,"₹10,00,001 – ₹50,00,000",No missed payments,3800,623.0769230769231
"Above ₹25,00,000",51–65,Tier 2,5,"Above ₹25,00,000",High School,"Below ₹2,00,000",1–2 late payments,3150,473.0769230769231
"Above ₹25,00,000",51–65,Tier 2,6,"₹1,00,001 – ₹5,00,000",Bachelors,"Below ₹2,00,000",More than 2 missed payments,3500,553.8461538461538
"₹6,00,001 – ₹12,00,000",Above 65,Tier 2,6,"₹1,00,001 – ₹5,00,000",Bachelors,"₹2,00,000 – ₹10,00,000",No missed payments,3600,576.9230769230769
"₹12,00,001 – ₹25,00,000",18–25,Tier 2,3,"Above ₹25,00,000",Masters,"Above ₹1,00,00,000",No missed payments,3950,657.6923076923076
"Below ₹3,00,000",Above 65,Tier 1,1,"₹5,00,001 – ₹10,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,3350,519.2307692307693
"Above ₹25,00,000",Above 65,Tier 2,4,"Below ₹1,00,000",Masters,"Above ₹1,00,00,000",1–2 late payments,4200,715.3846153846154
"₹6,00,001 – ₹12,00,000",36–50,Tier 1,5,"Above ₹25,00,000",PhD,"₹50,00,001 – ₹1,00,00,000",More than 2 missed payments,3550,565.3846153846154
"₹3,00,001 – ₹6,00,000",Above 65,Tier 3,6,"₹10,00,001 – ₹25,00,000",Diploma,"₹10,00,001 – ₹50,00,000",More than 2 missed payments,3100,461.53846153846155
"₹3,00,001 – ₹6,00,000",36–50,Tier 3,4,"₹1,00,001 – ₹5,00,000",Masters,"₹2,00,000 – ₹10,00,000",No missed payments,4000,669.2307692307693
"Above ₹25,00,000",51–65,Tier 3,0,"₹1,00,001 – ₹5,00,000",High School,"₹50,00,001 – ₹1,00,00,000",No missed payments,4300,738.4615384615385
"₹6,00,001 – ₹12,00,000",18–25,Tier 3,1,"₹5,00,001 – ₹10,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",No missed payments,3950,657.6923076923076
"Above ₹25,00,000",26–35,Tier 1,0,"₹10,00,001 – ₹25,00,000",Bachelors,"₹10,00,001 – ₹50,00,000",No missed payments,4000,669.2307692307693
"Below ₹3,00,000",18–25,Tier 2,1,"₹10,00,001 – ₹25,00,000",Masters,"₹50,00,001 – ₹1,00,00,000",1–2 late payments,3550,565.3846153846154
"Above ₹25,00,000",18–25,Tier 1,0,"₹5,00,001 – ₹10,00,000",PhD,"₹50,00,001 – ₹1,00,00,000",No missed payments,4300,738.4615384615385
"₹3,00,001 – ₹6,00,000",18–25,Tier 2,6,"Above ₹25,00,000",Masters,"Above ₹1,00,00,000",More than 2 missed payments,3300,507.6923076923077
"₹3,00,001 – ₹6,00,000",Above 65,Tier 2,5,"₹5,00,001 – ₹10,00,000",Masters,"Below ₹2,00,000",More than 2 missed payments,3150,473.0769230769231
"₹12,00,001 – ₹25,00,000",36–50,Tier 2,4,"Above ₹25,00,000",PhD,"Below ₹2,00,000",More than 2 missed payments,3500,553.8461538461538
"₹6,00,001 – ₹12,00,000",Above 65,Tier 1,3,"₹5,00,001 – ₹10,00,000",Diploma,"₹50,00,001 – ₹1,00,00,000",No missed payments,3650,588.4615384615385
"₹6,00,001 – ₹12,00,000",51–65,Tier 3,1,"₹10,00,001 – ₹25,00,000",Masters,"Below ₹2,00,000",1–2 late payments,3650,588.4615384615385
"₹3,00,001 – ₹6,00,000",18–25,Tier 3,6,"₹5,00,001 – ₹10,00,000",Diploma,"Below ₹2,00,000",No missed payments,3300,507.6923076923077
"Below ₹3,00,000",18–25,Tier 2,2,"₹10,00,001 – ₹25,00,000",High School,"₹10,00,001 – ₹50,00,000",No missed payments,3300,507.6923076923077
"₹12,00,001 – ₹25,00,000",36–50,Tier 3,2,"₹1,00,001 – ₹5,00,000",High School,"Below ₹2,00,000",No missed payments,3900,646.1538461538462
